symbol,strategy,signalDate,footprintScore,deliveryRatio,volumeRatio,entryDate,exitDate,entryPrice,stop,target,exitName,exitReason,holdSessions,netReturnPct,netR
INDUSTOWER,Relative-strength leader breakout,2026-02-10,70,1.99,1.7,2026-02-11,2026-02-17,462.52,438.1,523.59,2.5R fixed target,Time Exit,5,1.9,0.36
MTARTECH,Relative-strength leader breakout,2026-02-10,90,2.17,1.286,2026-02-12,2026-02-18,3696.08,3330.13,4610.95,2.5R fixed target,Time Exit,5,1.024,0.103
POWERGRID,Relative-strength leader breakout,2026-02-10,88,1.402,1.139,2026-02-11,2026-02-17,297.65,282.33,335.94,2.5R fixed target,Time Exit,5,0.741,0.144
ABSLAMC,Relative-strength leader breakout,2026-02-11,88,2.34,1.8,2026-02-12,2026-02-18,872.64,820.52,1002.94,2.5R fixed target,Time Exit,5,3.62,0.606
BAJAJCON,Relative-strength leader breakout,2026-02-11,63,0.386,0.16,2026-02-12,2026-02-18,390.28,354.93,478.65,2.5R fixed target,Time Exit,5,-4.471,-0.494
BHARATFORG,Relative-strength leader breakout,2026-02-11,82,2.064,2.186,2026-02-12,2026-02-18,1691.78,1593.08,1938.53,2.5R fixed target,Time Exit,5,4.406,0.755
SANSERA,Relative-strength leader breakout,2026-02-11,90,2.92,3.977,2026-02-12,2026-02-18,2207.41,2013.49,2692.19,2.5R fixed target,Time Exit,5,1.707,0.194
RNBDENIMS,Relative-strength leader breakout,2026-02-12,100,2.489,2.365,2026-02-13,2026-02-19,177.55,168.76,199.52,2.5R fixed target,Time Exit,5,6.898,1.394
RMDRIP,Relative-strength leader breakout,2026-02-13,83,1.298,0.708,2026-02-16,2026-02-20,115.6,113.19,121.62,2.5R fixed target,Time Exit,5,3.792,1.821
ABB,Relative-strength leader breakout,2026-02-16,63,0.649,0.493,2026-02-17,2026-02-19,5925.83,5715.05,6452.78,2.5R fixed target,Stop,3,-3.857,-1.084
ASTRAL,Relative-strength leader breakout,2026-02-16,62,2.435,2.108,2026-02-17,2026-02-23,1647.79,1571.1,1839.51,2.5R fixed target,Time Exit,5,-1.07,-0.23
GVPIL,Relative-strength leader breakout,2026-02-16,100,9.451,14.189,2026-02-17,2026-02-19,523.04,471.6,651.65,2.5R fixed target,Stop,3,-10.135,-1.031
KROSS,Relative-strength leader breakout,2026-02-16,100,2.402,2.178,2026-02-17,2026-02-20,225.24,206.37,272.41,2.5R fixed target,Stop,4,-8.676,-1.036
MBAPL,Relative-strength leader breakout,2026-02-16,72,2.685,1.696,2026-02-17,2026-02-17,484.9,458.2,551.64,2.5R fixed target,Stop,1,-5.805,-1.054
PRECWIRE,Relative-strength leader breakout,2026-02-16,100,8.698,35.339,2026-02-17,2026-02-23,306.41,276.8,380.45,2.5R fixed target,Time Exit,5,-2.308,-0.239
RACLGEAR,Relative-strength leader breakout,2026-02-16,100,15.766,8.048,2026-02-17,2026-02-23,1506.3,1308.95,1999.69,2.5R fixed target,Time Exit,5,-5.631,-0.43
SHREEJISPG,Relative-strength leader breakout,2026-02-16,61,0.69,0.574,2026-02-18,2026-02-24,419.8,383.19,511.33,2.5R fixed target,Time Exit,5,-4.993,-0.572
SUPREMEIND,Relative-strength leader breakout,2026-02-16,63,0.699,0.534,2026-02-17,2026-02-23,3901.39,3708.75,4382.98,2.5R fixed target,Time Exit,5,0.705,0.143
FORCEMOT,Relative-strength leader breakout,2026-02-17,100,1.794,1.708,2026-02-18,2026-02-19,26041.98,23935.1,31309.17,2.5R fixed target,Stop,2,-8.39,-1.037
MAHLOG,Relative-strength leader breakout,2026-02-17,100,2.179,0.675,2026-02-18,2026-02-24,426.35,391.39,513.76,2.5R fixed target,Time Exit,5,-5.12,-0.624
PSUBNKBEES,Relative-strength leader breakout,2026-02-17,72,2.969,2.559,2026-02-18,2026-02-24,108.14,100.24,127.9,2.5R fixed target,Time Exit,5,0.958,0.131
SCHNEIDER,Relative-strength leader breakout,2026-02-17,72,2.537,0.851,2026-02-18,2026-05-19,856.51,796.39,1006.81,2.5R fixed target,Gap Target,5,37.223,5.303
SHRINGARMS,Relative-strength leader breakout,2026-02-17,100,4.349,3.899,2026-02-18,2026-02-24,256.89,240.53,297.78,2.5R fixed target,Time Exit,5,-4.761,-0.748
APARINDS,Relative-strength leader breakout,2026-02-18,80,2.707,3.872,2026-02-20,2026-02-26,10444.35,9725.22,12242.16,2.5R fixed target,Time Exit,5,3.172,0.461
BAJAJ-AUTO,Relative-strength leader breakout,2026-02-18,55,1.351,1.266,2026-02-19,2026-02-24,10029.02,9668.58,10930.11,2.5R fixed target,Stop,4,-3.894,-1.083
BANDHANBNK,Relative-strength leader breakout,2026-02-18,53,0.396,0.377,2026-02-19,2026-02-25,172.54,163.7,194.65,2.5R fixed target,Time Exit,5,5.69,1.11
MAHABANK,Relative-strength leader breakout,2026-02-18,50,1.794,1.892,2026-02-19,2026-02-25,69.35,65.44,79.12,2.5R fixed target,Time Exit,5,6.523,1.157
POWERINDIA,Relative-strength leader breakout,2026-02-18,63,0.612,0.717,2026-02-20,2026-02-26,23764.43,22231.06,27597.87,2.5R fixed target,Time Exit,5,6.587,1.021
TORNTPOWER,Relative-strength leader breakout,2026-02-18,58,1.81,1.56,2026-02-19,2026-02-25,1538.07,1445.63,1769.16,2.5R fixed target,Time Exit,5,1.496,0.249
GAEL,Relative-strength leader breakout,2026-02-20,80,2.328,2.291,2026-02-23,2026-02-27,148.45,138.61,173.03,2.5R fixed target,Time Exit,5,-5.357,-0.809
KEI,Relative-strength leader breakout,2026-02-20,88,1.482,1.351,2026-02-23,2026-02-27,4806,4537.68,5476.79,2.5R fixed target,Time Exit,5,5.41,0.969
NTPC,Relative-strength leader breakout,2026-02-20,80,1.824,1.579,2026-02-23,2026-02-27,374.4,361.86,405.74,2.5R fixed target,Time Exit,5,1.704,0.509
RNBDENIMS,Relative-strength leader breakout,2026-02-20,100,2.707,2.434,2026-02-23,2026-05-19,195.07,188.96,210.34,2.5R fixed target,Gap Stop,2,-94.343,-30.128
BAJAJCON,Relative-strength leader breakout,2026-02-23,71,1.251,0.632,2026-02-24,2026-03-02,402,368.4,486.02,2.5R fixed target,Gap Stop,5,-9.131,-1.092
BHARATFORG,Relative-strength leader breakout,2026-02-23,90,1.689,1.329,2026-02-24,2026-03-02,1841.68,1743.6,2086.86,2.5R fixed target,Time Exit,5,1.743,0.327
CENTUM,Relative-strength leader breakout,2026-02-23,90,3.1,3.398,2026-02-24,2026-03-02,2705.4,2478.41,3272.87,2.5R fixed target,Time Exit,5,-0.1,-0.012
CUMMINSIND,Relative-strength leader breakout,2026-02-23,100,3.078,2.565,2026-02-24,2026-03-02,4909.8,4641.65,5580.17,2.5R fixed target,Time Exit,5,-2.194,-0.402
INDIANB,Relative-strength leader breakout,2026-02-23,54,1.797,2.116,2026-02-24,2026-03-02,987.97,941.56,1104,2.5R fixed target,Time Exit,5,-1.446,-0.308
JBCHEPHARM,Relative-strength leader breakout,2026-02-23,77,1.328,1.423,2026-02-24,2026-03-02,2056.1,1982.1,2241.1,2.5R fixed target,Gap Stop,5,-4.186,-1.163
POWERGRID,Relative-strength leader breakout,2026-02-23,63,0.697,0.623,2026-02-24,2026-03-02,304.91,293.33,333.85,2.5R fixed target,Gap Stop,5,-5.19,-1.367
RMDRIP,Relative-strength leader breakout,2026-02-23,72,1.92,1.228,2026-02-24,2026-02-25,122.2,120.12,127.41,2.5R fixed target,Stop,2,-2.005,-1.176
SANSERA,Relative-strength leader breakout,2026-02-23,71,1.25,1.086,2026-02-24,2026-03-02,2392.17,2196.72,2880.8,2.5R fixed target,Stop,5,-8.47,-1.037
SBIN,Relative-strength leader breakout,2026-02-23,63,0.679,0.608,2026-02-24,2026-02-26,1233.56,1196.8,1325.46,2.5R fixed target,Stop,3,-3.28,-1.101
AMBER,Relative-strength leader breakout,2026-02-24,63,0.46,0.434,2026-02-25,2026-03-02,8027.02,7598.77,9097.65,2.5R fixed target,Time Exit,5,-2.076,-0.389
ASTRAL,Relative-strength leader breakout,2026-02-24,53,1.165,1.039,2026-02-25,2026-03-02,1675.54,1607.88,1844.71,2.5R fixed target,Gap Stop,4,-5.376,-1.331
DEEDEV,Relative-strength leader breakout,2026-02-24,67,16.575,19.831,2026-02-25,2026-02-25,303.41,274.73,375.08,2.5R fixed target,Stop,1,-9.75,-1.032
KIMS,Relative-strength leader breakout,2026-02-24,81,1.315,1.182,2026-02-26,2026-03-04,741.48,692.22,864.62,2.5R fixed target,Time Exit,5,-5.045,-0.759
KRN,Relative-strength leader breakout,2026-02-24,100,3.338,4.784,2026-02-25,2026-03-02,959.72,876.85,1166.89,2.5R fixed target,Time Exit,5,-4.589,-0.532
POLYCAB,Relative-strength leader breakout,2026-02-24,90,3.37,3.049,2026-02-25,2026-03-02,8163.8,7900.05,8823.17,2.5R fixed target,Time Exit,5,4.412,1.366
TORNTPHARM,Relative-strength leader breakout,2026-02-24,100,1.776,2.172,2026-02-25,2026-03-02,4431.85,4269.88,4836.75,2.5R fixed target,Gap Stop,4,-5.734,-1.569
AJANTPHARM,Relative-strength leader breakout,2026-02-25,100,2.051,1.904,2026-02-26,2026-03-02,3042.57,2944.07,3288.82,2.5R fixed target,Gap Stop,3,-7.287,-2.251
GRAPHITE,Relative-strength leader breakout,2026-02-25,100,2.82,3.374,2026-02-26,2026-03-04,728.45,673.94,864.74,2.5R fixed target,Stop,5,-7.783,-1.04
IOC,Relative-strength leader breakout,2026-02-25,78,1.74,1.434,2026-02-26,2026-03-02,184.17,177.02,202.03,2.5R fixed target,Stop,3,-4.18,-1.077
LUPIN,Relative-strength leader breakout,2026-02-25,66,1.543,1.345,2026-02-26,2026-03-04,2304.3,2229.6,2491.05,2.5R fixed target,Time Exit,5,-0.274,-0.085
MANGLMCEM,Relative-strength leader breakout,2026-02-25,88,2.123,1.933,2026-02-26,2026-03-02,926,863.58,1082.05,2.5R fixed target,Gap Stop,3,-10.532,-1.562
PETRONET,Relative-strength leader breakout,2026-02-25,80,1.848,1.559,2026-02-26,2026-03-04,316.88,304.09,348.87,2.5R fixed target,Gap Stop,5,-6.259,-1.55
SAIL,Relative-strength leader breakout,2026-02-25,82,3.646,2.782,2026-02-27,2026-03-04,167.53,158.62,189.82,2.5R fixed target,Stop,4,-5.62,-1.056
SCHAEFFLER,Relative-strength leader breakout,2026-02-25,100,12.68,18.88,2026-02-26,2026-03-04,4343.37,4100.68,4950.09,2.5R fixed target,Stop,5,-5.888,-1.054
SUPREMEIND,Relative-strength leader breakout,2026-02-25,92,1.462,1.298,2026-02-26,2026-03-02,4072.13,3898.49,4506.22,2.5R fixed target,Gap Stop,3,-5.018,-1.177
THANGAMAYL,Relative-strength leader breakout,2026-02-25,71,1.043,1.172,2026-02-26,2026-03-04,3899.78,3573.33,4715.91,2.5R fixed target,Time Exit,5,-7.864,-0.939
TVSMOTOR,Relative-strength leader breakout,2026-02-25,53,0.84,0.915,2026-02-26,2026-03-02,3952.89,3808.16,4314.7,2.5R fixed target,Gap Stop,3,-4.674,-1.277
VOLTAMP,Relative-strength leader breakout,2026-02-25,67,2.459,2.615,2026-02-26,2026-03-04,9005.98,8512.79,10238.94,2.5R fixed target,Stop,5,-5.776,-1.055
VTL,Relative-strength leader breakout,2026-02-25,59,0.878,0.41,2026-02-26,2026-03-04,548.6,506.59,653.61,2.5R fixed target,Time Exit,5,-2.195,-0.287
DATAPATTNS,Relative-strength leader breakout,2026-02-26,100,2.939,2.25,2026-02-27,2026-03-05,3286.56,3061.07,3850.28,2.5R fixed target,Time Exit,5,1.91,0.278
FINCABLES,Relative-strength leader breakout,2026-02-26,92,5.648,4.624,2026-02-27,2026-03-05,883.76,836.36,1002.28,2.5R fixed target,Time Exit,5,3.574,0.666
J&KBANK,Relative-strength leader breakout,2026-02-26,90,8.75,8.74,2026-02-27,2026-03-04,122.49,116.15,138.36,2.5R fixed target,Stop,4,-5.48,-1.058
MAHABANK,Relative-strength leader breakout,2026-02-26,100,2.075,2.099,2026-02-27,2026-03-02,76.05,72.19,85.7,2.5R fixed target,Gap Stop,2,-7.403,-1.459
SMSPHARMA,Relative-strength leader breakout,2026-02-26,81,1.392,1.164,2026-02-27,2026-03-02,395.04,361.92,477.84,2.5R fixed target,Stop,2,-8.684,-1.036
CPPLUS,Relative-strength leader breakout,2026-02-27,90,2.511,2.318,2026-03-02,2026-03-06,1713.32,1568.09,2076.38,2.5R fixed target,Time Exit,5,-2.805,-0.331
PRECWIRE,Relative-strength leader breakout,2026-02-27,70,1.343,0.816,2026-03-02,2026-03-06,321.63,290.85,398.59,2.5R fixed target,Time Exit,5,3.374,0.353
SAILIFE,Relative-strength leader breakout,2026-02-27,100,5.062,3.193,2026-03-02,2026-03-06,1006.71,948.69,1151.76,2.5R fixed target,Time Exit,5,2.709,0.47
BALRAMCHIN,Relative-strength leader breakout,2026-03-04,92,5.402,18.771,2026-03-05,2026-03-09,501,473.34,570.14,2.5R fixed target,Stop,3,-5.82,-1.054
CHENNPETRO,Relative-strength leader breakout,2026-03-04,100,3.73,7.156,2026-03-05,2026-03-09,1019,947.95,1196.63,2.5R fixed target,Stop,3,-7.273,-1.043
SOLARINDS,Relative-strength leader breakout,2026-03-04,100,6.298,4.974,2026-03-05,2026-03-11,14796,13839.57,17187.07,2.5R fixed target,Time Exit,5,-2.199,-0.34
ACUTAAS,Relative-strength leader breakout,2026-03-05,65,1.285,1.729,2026-03-06,2026-03-12,2253.5,2102.95,2629.87,2.5R fixed target,Time Exit,5,-3.22,-0.482
NATCOPHARM,Relative-strength leader breakout,2026-03-05,94,1.781,1.027,2026-03-06,2026-03-12,1006.8,926.61,1207.26,2.5R fixed target,Time Exit,5,0.634,0.08
ASTERDM,Relative-strength leader breakout,2026-03-06,85,1.77,1.901,2026-03-09,2026-03-09,687.97,650.6,781.41,2.5R fixed target,Stop,1,-5.733,-1.055
FINCABLES,Relative-strength leader breakout,2026-03-06,100,1.788,1.616,2026-03-10,2026-03-11,978.55,898.87,1177.76,2.5R fixed target,Stop,2,-8.443,-1.037
MODEFENCE,Relative-strength leader breakout,2026-03-06,100,3.219,3.463,2026-03-09,2026-03-12,94.54,89.68,106.69,2.5R fixed target,Stop,4,-5.441,-1.058
APOLLOPIPE,Relative-strength leader breakout,2026-03-09,90,10.739,43.069,2026-03-10,2026-03-10,417.73,381,509.56,2.5R fixed target,Stop,1,-9.093,-1.034
BALRAMCHIN,Relative-strength leader breakout,2026-03-10,100,1.857,1.431,2026-03-11,2026-03-16,509.52,475.49,594.6,2.5R fixed target,Stop,4,-6.979,-1.045
GLENMARK,Relative-strength leader breakout,2026-03-10,92,2.701,3.676,2026-03-11,2026-03-17,2244.48,2138.65,2509.04,2.5R fixed target,Stop,5,-5.015,-1.064
JBCHEPHARM,Relative-strength leader breakout,2026-03-10,88,2.492,2.067,2026-03-11,2026-03-17,2132.8,2029.95,2389.93,2.5R fixed target,Time Exit,5,-1.65,-0.342
SMSPHARMA,Relative-strength leader breakout,2026-03-10,88,2.871,2.536,2026-03-11,2026-03-13,424.75,389.35,513.25,2.5R fixed target,Stop,3,-8.634,-1.036
ABB,Relative-strength leader breakout,2026-03-11,78,1.855,1.185,2026-03-12,2026-03-18,6337.65,5954.84,7294.68,2.5R fixed target,Time Exit,5,-0.302,-0.05
J&KBANK,Relative-strength leader breakout,2026-03-11,94,2.083,1.802,2026-03-12,2026-03-18,126.05,115.31,152.91,2.5R fixed target,Time Exit,5,-2.316,-0.272
AJANTPHARM,Relative-strength leader breakout,2026-03-12,92,2.803,2.825,2026-03-13,2026-03-16,3156.3,2987.21,3579.02,2.5R fixed target,Stop,2,-5.657,-1.056
COALINDIA,Relative-strength leader breakout,2026-03-12,92,2.409,2.754,2026-03-13,2026-03-18,474.95,451.45,533.68,2.5R fixed target,Stop,4,-5.247,-1.061
GESHIP,Relative-strength leader breakout,2026-03-12,100,2.128,2.168,2026-03-13,2026-03-16,1495.59,1401.36,1731.15,2.5R fixed target,Stop,2,-6.6,-1.048
JSWENERGY,Relative-strength leader breakout,2026-03-12,92,5.867,9.249,2026-03-13,2026-03-16,529.06,497.23,608.62,2.5R fixed target,Stop,2,-6.315,-1.05
LINDEINDIA,Relative-strength leader breakout,2026-03-12,78,2.334,2.603,2026-03-13,2026-03-19,7238.95,6797.95,8341.45,2.5R fixed target,Time Exit,5,-3.442,-0.565
NTPC,Relative-strength leader breakout,2026-03-12,94,2.067,2.095,2026-03-13,2026-03-19,393.18,374.75,439.26,2.5R fixed target,Gap Stop,5,-5.307,-1.132
AEROFLEX,Relative-strength leader breakout,2026-03-16,88,1.48,2.042,2026-03-17,2026-03-19,251.5,229.29,307.03,2.5R fixed target,Stop,3,-9.132,-1.034
KSB,Relative-strength leader breakout,2026-03-18,52,3.328,0.577,2026-03-19,2026-03-23,824.7,769.23,963.35,2.5R fixed target,Stop,3,-7.025,-1.045
ACUTAAS,Relative-strength leader breakout,2026-03-20,92,1.68,1.869,2026-03-24,2026-03-30,2465.72,2254.63,2993.44,2.5R fixed target,Time Exit,5,3.467,0.405
AETHER,Relative-strength leader breakout,2026-03-20,100,4.468,6.477,2026-03-24,2026-03-30,1182.36,1082.25,1432.64,2.5R fixed target,Stop,5,-8.767,-1.035
JAINREC,Relative-strength leader breakout,2026-03-24,70,1.478,1.741,2026-03-25,2026-03-30,463.43,430.8,544.99,2.5R fixed target,Time Exit,5,-1.794,-0.255
KSHINTL,Relative-strength leader breakout,2026-03-24,83,1.114,1.144,2026-03-25,2026-03-30,458.52,418.54,558.45,2.5R fixed target,Time Exit,5,-4.611,-0.529
PFOCUS,Relative-strength leader breakout,2026-03-24,100,1.655,1.566,2026-03-25,2026-03-30,312.62,285.53,380.36,2.5R fixed target,Time Exit,5,5.05,0.583
PREMIERENE,Relative-strength leader breakout,2026-03-24,70,0.895,1.018,2026-03-25,2026-03-30,906.66,848.26,1052.66,2.5R fixed target,Time Exit,5,-1.955,-0.304
CPPLUS,Relative-strength leader breakout,2026-03-25,88,2.934,2.291,2026-03-27,2026-04-02,1844.38,1708.32,2184.54,2.5R fixed target,Time Exit,5,-2.728,-0.37
SGMART,Relative-strength leader breakout,2026-03-25,75,0.919,0.929,2026-03-27,2026-04-02,485.22,446.1,583.02,2.5R fixed target,Time Exit,5,3.736,0.463
ATHERENERG,Relative-strength leader breakout,2026-03-27,82,2.014,1.72,2026-03-30,2026-04-02,804.51,741.09,963.05,2.5R fixed target,Time Exit,5,-5.565,-0.706
RENUKA,Relative-strength leader breakout,2026-03-27,100,4.061,3.648,2026-03-30,2026-04-02,27.4,25.19,32.93,2.5R fixed target,Time Exit,5,2.31,0.286
DMART,Relative-strength leader breakout,2026-04-01,100,3.678,3.754,2026-04-02,2026-04-08,4303.39,4042.49,4955.64,2.5R fixed target,Time Exit,5,1.22,0.201
LLOYDSME,Relative-strength leader breakout,2026-04-01,88,1.654,1.542,2026-04-02,2026-04-08,1359.91,1245.39,1646.23,2.5R fixed target,Time Exit,5,8.773,1.042
MBAPL,Relative-strength leader breakout,2026-04-01,100,2.423,2.139,2026-04-02,2026-04-08,510.97,473.48,604.69,2.5R fixed target,Time Exit,5,6.331,0.863
ACMESOLAR,Relative-strength leader breakout,2026-04-02,100,1.925,1.203,2026-04-06,2026-04-10,277.25,251.7,341.15,2.5R fixed target,Time Exit,5,-3.403,-0.369
ADANIPOWER,Relative-strength leader breakout,2026-04-02,92,2.509,1.839,2026-04-06,2026-04-10,162,148.9,194.75,2.5R fixed target,Time Exit,5,8.225,1.017
AXISCADES,Relative-strength leader breakout,2026-04-02,67,0.89,0.918,2026-04-06,2026-04-10,1650.29,1500.74,2024.17,2.5R fixed target,Time Exit,5,1.979,0.218
BLISSGVS,Relative-strength leader breakout,2026-04-02,84,1.532,1.003,2026-04-06,2026-04-10,236.62,213.18,295.22,2.5R fixed target,Time Exit,5,9.14,0.923
LIQUIDBETF,Relative-strength leader breakout,2026-04-02,70,0.979,1.165,2026-04-06,2026-04-06,1079.9,1077.25,1086.53,2.5R fixed target,Stop,1,-0.546,-2.221
PRAJIND,Relative-strength leader breakout,2026-04-02,72,1.522,0.746,2026-04-06,2026-04-10,337.37,310.82,403.75,2.5R fixed target,Time Exit,5,-0.07,-0.009
SBILIQETF,Relative-strength leader breakout,2026-04-02,59,0.144,0.179,2026-04-06,2026-04-06,1040,1034.62,1053.45,2.5R fixed target,Stop,1,-0.817,-1.58
SHILPAMED,Relative-strength leader breakout,2026-04-02,66,1.514,0.772,2026-04-06,2026-04-10,393.79,362.14,472.9,2.5R fixed target,Time Exit,5,6.382,0.794
ANANDRATHI,Relative-strength leader breakout,2026-04-06,80,1.787,1.942,2026-04-07,2026-04-13,3315.62,3130.31,3778.9,2.5R fixed target,Time Exit,5,8.042,1.439
CCL,Relative-strength leader breakout,2026-04-06,81,1.361,1.587,2026-04-07,2026-04-13,1127.25,1051.42,1316.81,2.5R fixed target,Stop,5,-7.027,-1.045
GPIL,Relative-strength leader breakout,2026-04-07,92,1.722,1.844,2026-04-08,2026-04-13,296,267.46,367.34,2.5R fixed target,Time Exit,5,-2.631,-0.273
MTARTECH,Relative-strength leader breakout,2026-04-07,80,2.145,2.852,2026-04-08,2026-04-13,4095,3672.98,5150.06,2.5R fixed target,Time Exit,5,7.085,0.687
NATCOPHARM,Relative-strength leader breakout,2026-04-07,74,2.451,3.743,2026-04-08,2026-04-13,1100,1025.06,1287.35,2.5R fixed target,Time Exit,5,-2.368,-0.348
PREMIERENE,Relative-strength leader breakout,2026-04-07,67,0.662,0.772,2026-04-08,2026-04-13,962.5,895.63,1129.67,2.5R fixed target,Time Exit,5,0.895,0.129
BSE,Relative-strength leader breakout,2026-04-08,94,2.931,2.458,2026-04-09,2026-04-15,3215.02,2993.19,3769.58,2.5R fixed target,Time Exit,5,5.164,0.749
KTKBANK,Relative-strength leader breakout,2026-04-08,70,2.588,1.746,2026-04-09,2026-04-15,244.44,224.2,295.03,2.5R fixed target,Time Exit,5,-1.085,-0.131
MON100,Relative-strength leader breakout,2026-04-08,54,2.152,2.204,2026-04-09,2026-04-15,259.32,242.14,302.27,2.5R fixed target,Time Exit,5,3.804,0.574
PAISALO,Relative-strength leader breakout,2026-04-08,100,2.959,2.597,2026-04-10,2026-04-16,38.84,35.49,47.22,2.5R fixed target,Time Exit,5,13.018,1.508
QPOWER,Relative-strength leader breakout,2026-04-08,78,1.527,1.218,2026-04-09,2026-04-15,917.83,826.1,1147.16,2.5R fixed target,Time Exit,5,20.381,2.039
SHILCTECH,Relative-strength leader breakout,2026-04-08,51,1.025,0.937,2026-04-09,2026-04-15,4306.2,3939.07,5224.01,2.5R fixed target,Time Exit,5,10.898,1.278
WELCORP,Relative-strength leader breakout,2026-04-08,62,3.366,2.573,2026-04-09,2026-04-15,945.89,879.24,1112.5,2.5R fixed target,Time Exit,5,10.987,1.559
ABB,Relative-strength leader breakout,2026-04-09,80,2.103,1.628,2026-04-10,2026-04-16,6655.28,6289.28,7570.28,2.5R fixed target,Time Exit,5,3.129,0.569
ATHERENERG,Relative-strength leader breakout,2026-04-09,86,2.842,3.015,2026-04-10,2026-04-16,835.02,758.3,1026.81,2.5R fixed target,Time Exit,5,3.422,0.373
ATLANTAELE,Relative-strength leader breakout,2026-04-09,67,2.164,1.798,2026-04-10,2026-04-16,1314.82,1184.83,1639.82,2.5R fixed target,Time Exit,5,2.345,0.237
BELRISE,Relative-strength leader breakout,2026-04-09,88,1.517,1.971,2026-04-10,2026-04-16,204.81,191.46,238.18,2.5R fixed target,Time Exit,5,1.698,0.26
HFCL,Relative-strength leader breakout,2026-04-09,90,2.41,3.454,2026-04-10,2026-04-16,81.67,75.26,97.71,2.5R fixed target,Time Exit,5,11.708,1.491
KAJARIACER,Relative-strength leader breakout,2026-04-09,88,1.42,1.653,2026-04-10,2026-04-16,1119.43,1029.84,1343.42,2.5R fixed target,Time Exit,5,4.235,0.529
POWERINDIA,Relative-strength leader breakout,2026-04-09,50,1.495,2.051,2026-04-10,2026-04-16,27680,25720,32580,2.5R fixed target,Time Exit,5,1.777,0.251
RUBICON,Relative-strength leader breakout,2026-04-09,54,2.658,3.844,2026-04-10,2026-04-16,868.3,812.87,1006.87,2.5R fixed target,Time Exit,5,-0.035,-0.006
